run,case,reader,workload,variant,repetition,load_seconds,elapsed_seconds,workflow_seconds,cpu_seconds,peak_rss_bytes,process_cpu_seconds,native_before,native_after
downstream-v2,mixed-all,dta,first_write,candidate,4,0.004,0.001,0.02,0.001,112672768,0.17969999999999997,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,first_write,baseline,4,0.005,0.002,0.022,0.002,113360896,0.18501,{},{}
downstream-v2,mixed-all,dta,first_write,baseline,5,0.004,0.002,0.021,0.002,113606656,0.180776,{},{}
downstream-v2,mixed-all,dta,first_write,candidate,5,0.004,0.001,0.02,0.002,112558080,0.179757,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,first_write,candidate,6,0.004,0.002,0.02,0.002,112705536,0.180359,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,first_write,baseline,6,0.004,0.001,0.02,0.001,113459200,0.18146,{},{}
downstream-v2,mixed-all,dta,r_vector,baseline,1,0.004,0,0.005,0.001,108380160,0.16503600000000002,{},{}
downstream-v2,mixed-all,dta,r_vector,candidate,1,0.004,0.001,0.005,0,108298240,0.16513699999999998,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,r_vector,candidate,2,0.004,0,0.005,0,111034368,0.165924,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,r_vector,baseline,2,0.004,0,0.005,0.001,108478464,0.16527299999999998,{},{}
downstream-v2,mixed-all,dta,r_vector,baseline,3,0.005,0.001,0.006,0.001,108576768,0.16521699999999997,{},{}
downstream-v2,mixed-all,dta,r_vector,candidate,3,0.004,0.001,0.005,0.001,108396544,0.16471399999999997,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,r_vector,candidate,4,0.004,0,0.005,0,108314624,0.16411399999999998,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,r_vector,baseline,4,0.004,0,0.005,0,108347392,0.16477,{},{}
downstream-v2,mixed-all,dta,r_vector,baseline,5,0.004,0.001,0.005,0,108429312,0.164661,{},{}
downstream-v2,mixed-all,dta,r_vector,candidate,5,0.004,0,0.005,0.001,108396544,0.16445,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,r_vector,candidate,6,0.004,0,0.005,0,108429312,0.16424,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,r_vector,baseline,6,0.004,0.001,0.005,0,108593152,0.165887,{},{}
downstream-v2,mixed-all,arrow,sparse,baseline,1,0.003,0.001,0.005,0.002,110755840,0.176925,{},{}
downstream-v2,mixed-all,arrow,sparse,candidate,1,0.005,0.002,0.007,0.002,108281856,0.17870799999999998,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,sparse,candidate,2,0.005,0.002,0.007,0.003,108412928,0.17832699999999999,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,sparse,baseline,2,0.004,0.002,0.006,0.002,110821376,0.177692,{},{}
downstream-v2,mixed-all,arrow,sparse,baseline,3,0.003,0.002,0.006,0.001,110624768,0.17769,{},{}
downstream-v2,mixed-all,arrow,sparse,candidate,3,0.004,0.002,0.007,0.002,108298240,0.178173,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,sparse,candidate,4,0.005,0.002,0.007,0.002,108232704,0.178309,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,sparse,baseline,4,0.003,0.002,0.006,0.002,110788608,0.176809,{},{}
downstream-v2,mixed-all,arrow,sparse,baseline,5,0.004,0.002,0.006,0.002,110854144,0.177236,{},{}
downstream-v2,mixed-all,arrow,sparse,candidate,5,0.005,0.002,0.007,0.002,108544000,0.178459,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,sparse,candidate,6,0.005,0.002,0.007,0.002,108380160,0.179558,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,sparse,baseline,6,0.003,0.001,0.005,0.002,110804992,0.17875699999999997,{},{}
downstream-v2,mixed-all,arrow,traverse,baseline,1,0.003,0.031,0.034,0.034,113475584,0.20064,{},{}
downstream-v2,mixed-all,arrow,traverse,candidate,1,0.005,0.03,0.035,0.032,110690304,0.197883,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,traverse,candidate,2,0.005,0.03,0.035,0.034,110460928,0.19783399999999998,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,traverse,baseline,2,0.003,0.03,0.033,0.033,113967104,0.197797,{},{}
downstream-v2,mixed-all,arrow,traverse,baseline,3,0.003,0.03,0.034,0.033,113508352,0.198284,{},{}
downstream-v2,mixed-all,arrow,traverse,candidate,3,0.005,0.03,0.036,0.033,110706688,0.19858,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,traverse,candidate,4,0.005,0.03,0.036,0.033,110542848,0.19797299999999998,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,traverse,baseline,4,0.003,0.03,0.034,0.034,113459200,0.197285,{},{}
downstream-v2,mixed-all,arrow,traverse,baseline,5,0.003,0.031,0.034,0.032,113262592,0.19827699999999998,{},{}
downstream-v2,mixed-all,arrow,traverse,candidate,5,0.005,0.03,0.036,0.032,112459776,0.199212,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,traverse,candidate,6,0.005,0.03,0.035,0.033,110428160,0.198183,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,traverse,baseline,6,0.004,0.03,0.034,0.033,113803264,0.197706,{},{}
downstream-v2,mixed-all,arrow,first_write,baseline,1,0.003,0.002,0.019,0.001,113491968,0.18098999999999998,{},{}
downstream-v2,mixed-all,arrow,first_write,candidate,1,0.005,0.001,0.02,0.002,109002752,0.181603,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 20000}"
downstream-v2,mixed-all,arrow,first_write,candidate,2,0.005,0.002,0.021,0.001,108920832,0.180386,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 20000}"
downstream-v2,mixed-all,arrow,first_write,baseline,2,0.003,0.001,0.019,0.002,113475584,0.180372,{},{}
downstream-v2,mixed-all,arrow,first_write,baseline,3,0.004,0.002,0.02,0.001,113541120,0.18088899999999997,{},{}
downstream-v2,mixed-all,arrow,first_write,candidate,3,0.005,0.001,0.02,0.002,108953600,0.180855,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 20000}"
downstream-v2,mixed-all,arrow,first_write,candidate,4,0.005,0.002,0.02,0.002,108937216,0.180442,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 20000}"
downstream-v2,mixed-all,arrow,first_write,baseline,4,0.004,0.002,0.02,0.002,112361472,0.18045,{},{}
downstream-v2,mixed-all,arrow,first_write,baseline,5,0.004,0.002,0.02,0.002,113508352,0.181052,{},{}
downstream-v2,mixed-all,arrow,first_write,candidate,5,0.005,0.002,0.021,0.003,108740608,0.180445,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 20000}"
downstream-v2,mixed-all,arrow,first_write,candidate,6,0.004,0.002,0.02,0.002,108789760,0.18037599999999998,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 20000}"
downstream-v2,mixed-all,arrow,first_write,baseline,6,0.004,0.002,0.02,0.002,113344512,0.180456,{},{}
downstream-v2,mixed-all,arrow,r_vector,baseline,1,0.004,0,0.004,0.001,110739456,0.165378,{},{}
downstream-v2,mixed-all,arrow,r_vector,candidate,1,0.005,0,0.006,0.001,108527616,0.165125,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,r_vector,candidate,2,0.004,0,0.005,0,108494848,0.170389,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,r_vector,baseline,2,0.004,0.001,0.005,0.001,110723072,0.16541199999999998,{},{}
downstream-v2,mixed-all,arrow,r_vector,baseline,3,0.003,0,0.004,0.001,110690304,0.16485999999999998,{},{}
downstream-v2,mixed-all,arrow,r_vector,candidate,3,0.005,0.001,0.006,0.001,108347392,0.16503099999999998,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,r_vector,candidate,4,0.005,0.001,0.006,0.001,108445696,0.165174,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,r_vector,baseline,4,0.004,0,0.004,0.001,110723072,0.16493,{},{}
downstream-v2,mixed-all,arrow,r_vector,baseline,5,0.003,0,0.004,0,110755840,0.164802,{},{}
downstream-v2,mixed-all,arrow,r_vector,candidate,5,0.005,0.001,0.006,0.001,108560384,0.16496899999999998,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,r_vector,candidate,6,0.005,0.001,0.006,0,108396544,0.165957,"{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 10000, ""chunks"": 1, ""native_bytes"": 2370000, ""live_owners"": 86, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,arrow,r_vector,baseline,6,0.003,0.001,0.004,0.001,110886912,0.165034,{},{}
downstream-v3,100mb-all,dta,sparse,baseline,1,0.046,0.006,0.052,0.006,290521088,0.318959,{},{}
downstream-v3,100mb-all,dta,sparse,candidate,1,0.043,0.006,0.049,0.007,293273600,0.306171,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,sparse,candidate,2,0.042,0.006,0.048,0.006,290455552,0.30662999999999996,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,sparse,baseline,2,0.044,0.006,0.051,0.006,294273024,0.31344999999999995,{},{}
downstream-v3,100mb-all,dta,sparse,baseline,3,0.046,0.006,0.052,0.006,294993920,0.320009,{},{}
downstream-v3,100mb-all,dta,sparse,candidate,3,0.043,0.006,0.049,0.007,290471936,0.30350699999999997,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,sparse,candidate,4,0.042,0.006,0.049,0.006,290357248,0.30400699999999997,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,sparse,baseline,4,0.045,0.006,0.052,0.006,295108608,0.314082,{},{}
downstream-v3,100mb-all,dta,sparse,baseline,5,0.046,0.006,0.052,0.006,292683776,0.316089,{},{}
downstream-v3,100mb-all,dta,sparse,candidate,5,0.042,0.007,0.049,0.006,290996224,0.30330799999999997,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,sparse,candidate,6,0.042,0.006,0.048,0.006,290930688,0.307917,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,sparse,baseline,6,0.046,0.006,0.053,0.006,294092800,0.31884,{},{}
downstream-v3,100mb-all,dta,traverse,baseline,1,0.045,0.025,0.07,0.056,386416640,0.36478700000000003,{},{}
downstream-v3,100mb-all,dta,traverse,candidate,1,0.042,0.024,0.067,0.053,380108800,0.35355000000000003,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,traverse,candidate,2,0.042,0.024,0.067,0.056,371982336,0.352248,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,traverse,baseline,2,0.046,0.025,0.071,0.055,394215424,0.366612,{},{}
downstream-v3,100mb-all,dta,traverse,baseline,3,0.045,0.024,0.07,0.056,390135808,0.365213,{},{}
downstream-v3,100mb-all,dta,traverse,candidate,3,0.043,0.025,0.068,0.055,371982336,0.35643,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,traverse,candidate,4,0.042,0.025,0.067,0.055,372686848,0.354451,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,traverse,baseline,4,0.045,0.024,0.07,0.054,391184384,0.371422,{},{}
downstream-v3,100mb-all,dta,traverse,baseline,5,0.045,0.024,0.069,0.056,390135808,0.36756399999999995,{},{}
downstream-v3,100mb-all,dta,traverse,candidate,5,0.042,0.025,0.067,0.055,371441664,0.355216,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,traverse,candidate,6,0.043,0.024,0.068,0.055,371785728,0.356213,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,traverse,baseline,6,0.046,0.025,0.071,0.055,390840320,0.37058899999999995,{},{}
downstream-v3,100mb-all,dta,first_write,baseline,1,0.045,0.002,0.111,0.002,436928512,0.388988,{},{}
downstream-v3,100mb-all,dta,first_write,candidate,1,0.042,0.001,0.107,0.002,422346752,0.375335,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,first_write,candidate,2,0.042,0.001,0.107,0.002,422510592,0.37897,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,first_write,baseline,2,0.044,0.002,0.11,0.002,436813824,0.38874,{},{}
downstream-v3,100mb-all,dta,first_write,baseline,3,0.046,0.002,0.112,0.002,435617792,0.395683,{},{}
downstream-v3,100mb-all,dta,first_write,candidate,3,0.044,0.001,0.114,0.002,422772736,0.38249299999999997,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,first_write,candidate,4,0.042,0.002,0.106,0.001,423395328,0.37599499999999997,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,first_write,baseline,4,0.046,0.002,0.112,0.001,437108736,0.391989,{},{}
downstream-v3,100mb-all,dta,first_write,baseline,5,0.046,0.001,0.111,0.002,433750016,0.392655,{},{}
downstream-v3,100mb-all,dta,first_write,candidate,5,0.043,0.002,0.109,0.001,422805504,0.378783,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,first_write,candidate,6,0.043,0.002,0.109,0.001,423182336,0.37731499999999996,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,first_write,baseline,6,0.046,0.002,0.112,0.002,430227456,0.390031,{},{}
downstream-v3,100mb-all,dta,r_vector,baseline,1,0.046,0.005,0.051,0.004,301449216,0.317423,{},{}
downstream-v3,100mb-all,dta,r_vector,candidate,1,0.042,0.005,0.047,0.004,297910272,0.30145799999999995,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,r_vector,candidate,2,0.042,0.004,0.047,0.005,298205184,0.301537,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,r_vector,baseline,2,0.045,0.004,0.05,0.004,302383104,0.314033,{},{}
downstream-v3,100mb-all,dta,r_vector,baseline,3,0.045,0.005,0.05,0.004,298123264,0.31684099999999993,{},{}
downstream-v3,100mb-all,dta,r_vector,candidate,3,0.043,0.005,0.049,0.004,298156032,0.305457,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,r_vector,candidate,4,0.042,0.004,0.047,0.004,298008576,0.304088,"{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 231956, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v3,100mb-all,dta,r_vector,baseline,4,0.046,0.004,0.051,0.004,301531136,0.31680299999999995,{},{}
downstream-v3,100mb-all,dta,r_vector,baseline,5,0.046,0.005,0.051,0.005,304693248,0.313247,{},{}
